,Entity,Code,Year_2,"Life expectancy at birth, total (years)",Health_Expenditure_and_Financing_per_capita_OECDstat_2017,Population (historical estimates)
53474,United States,USA,1970,70.80731964111328,1452.5874,209513340.0
53475,United States,USA,1971,71.10731506347656,1513.5113,211384079.0
53476,United States,USA,1972,71.15609741210938,1609.232,213269805.0
53477,United States,USA,1973,71.35609436035156,1688.367,215178797.0
53478,United States,USA,1974,71.95610046386719,1746.0535,217114898.0
53479,United States,USA,1975,72.6048812866211,1809.8533,219081250.0
53480,United States,USA,1976,72.85609436035156,1954.6698,221086427.0
53481,United States,USA,1977,73.25609588623047,2092.2439,223135659.0
53482,United States,USA,1978,73.35609436035156,2177.4709,225223307.0
53483,United States,USA,1979,73.80487823486328,2260.2595,227339321.0
53484,United States,USA,1980,73.60975646972656,2363.7486,229476360.0
53485,United States,USA,1981,74.00975799560547,2485.7482,231636065.0
53486,United States,USA,1982,74.36097717285156,2611.8782,233821851.0
53487,United States,USA,1983,74.46341705322266,2743.7236,236030236.0
53488,United States,USA,1984,74.56341552734375,2902.8663,238256849.0
53489,United States,USA,1985,74.56341552734375,3068.3808,240499822.0
53490,United States,USA,1986,74.61463165283203,3202.9039,242763137.0
53491,United States,USA,1987,74.76585388183594,3364.5363,245052780.0
53492,United States,USA,1988,74.76585388183594,3610.2574,247372258.0
53493,United States,USA,1989,75.01707458496094,3835.6971,249725809.0
53494,United States,USA,1990,75.21463775634766,4093.4464,252120309.0
53495,United States,USA,1991,75.36585235595703,4277.884,254539371.0
53496,United States,USA,1992,75.61707305908203,4466.39,256990608.0
53497,United States,USA,1993,75.41950988769531,4623.3645,259532130.0
53498,United States,USA,1994,75.61951446533203,4721.7997,262241204.0
53499,United States,USA,1995,75.6219482421875,4835.5526,265163740.0
53500,United States,USA,1996,76.0268325805664,4945.7865,268335007.0
53501,United States,USA,1997,76.42926788330078,5068.7317,271713634.0
53502,United States,USA,1998,76.58049011230469,5243.21,275175309.0
53503,United States,USA,1999,76.58292388916016,5425.5428,278548148.0
53504,United States,USA,2000,76.63658905029297,5635.34,281710914.0
53505,United States,USA,2001,76.83658599853516,5934.7847,284607992.0
53506,United States,USA,2002,76.93658447265625,6341.6322,287279312.0
53507,United States,USA,2003,77.03658294677734,6695.7248,289815567.0
53508,United States,USA,2004,77.48780822753906,6924.3707,292354663.0
53509,United States,USA,2005,77.48780822753906,7092.7348,294993509.0
53510,United States,USA,2006,77.68780517578125,7269.6777,297758977.0
53511,United States,USA,2007,77.98780822753906,7449.0334,300608425.0
53512,United States,USA,2008,78.03902435302734,7561.5873,303486022.0
53513,United States,USA,2009,78.39024353027344,7778.6191,306307565.0
53514,United States,USA,2010,78.54146575927734,7929.372,309011469.0
53515,United States,USA,2011,78.64146423339844,8005.7887,311584051.0
53516,United States,USA,2012,78.74146270751953,8103.3367,314043885.0
53517,United States,USA,2013,78.74146270751953,8157.4229,316400539.0
53518,United States,USA,2014,78.84146118164062,8404.4305,318673422.0
53519,United States,USA,2015,78.69024658203125,8714.8975,320878312.0
